L0	L1	L2	L3	L4	L5
X74.04	X74.0	X74	X60-X84	V01-Y98	*
X57.93	X57.9	X57	X50-X57	V01-Y98	*
J06.0	J06.0	J06	J00-J06	J00-J99	*
W25.48	W25.4	W25	W20-W49	V01-Y98	*
Y08.31	Y08.3	Y08	X85-Y09	V01-Y98	*
C68	C68	C68	C64-C68	C00-D48	*
W66.70	W66.7	W66	W65-W74	V01-Y98	*
X74.33	X74.3	X74	X60-X84	V01-Y98	*
W64.32	W64.3	W64	W50-W64	V01-Y98	*
X29.92	X29.9	X29	X20-X29	V01-Y98	*
X95.00	X95.0	X95	X85-Y09	V01-Y98	*
V09.93	V09.9	V09	V01-V09	V01-Y98	*
T19.2	T19.2	T19	T15-T19	S00-T98	*
V76.93	V76.9	V76	V70-V79	V01-Y98	*
V81.59	V81.5	V81	V80-V89	V01-Y98	*
V48.68	V48.6	V48	V40-V49	V01-Y98	*
V27.08	V27.0	V27	V20-V29	V01-Y98	*
Y02.42	Y02.4	Y02	X85-Y09	V01-Y98	*
X20.03	X20.0	X20	X20-X29	V01-Y98	*
X52.82	X52.8	X52	X50-X57	V01-Y98	*
X83.69	X83.6	X83	X60-X84	V01-Y98	*
X91.03	X91.0	X91	X85-Y09	V01-Y98	*
V15.23	V15.2	V15	V10-V19	V01-Y98	*
X74.28	X74.2	X74	X60-X84	V01-Y98	*
W75.71	W75.7	W75	W75-W84	V01-Y98	*
W99.94	W99.9	W99	W85-W99	V01-Y98	*
X68.24	X68.2	X68	X60-X84	V01-Y98	*
V11.11	V11.1	V11	V10-V19	V01-Y98	*
C76	C76	C76	C76-C80	C00-D48	*
W35.29	W35.2	W35	W20-W49	V01-Y98	*
R43	R43	R43	R40-R46	R00-R99	*
W74.40	W74.4	W74	W65-W74	V01-Y98	*
X43.78	X43.7	X43	X40-X49	V01-Y98	*
A66.2	A66.2	A66	A65-A69	A00-B99	*
S25.1	S25.1	S25	S20-S29	S00-T98	*
A08.1	A08.1	A08	A00-A09	A00-B99	*
W25.74	W25.7	W25	W20-W49	V01-Y98	*
T23.4	T23.4	T23	T20-T25	S00-T98	*
V56.0	V56.0	V56	V50-V59	V01-Y98	*
Y11.23	Y11.2	Y11	Y10-Y34	V01-Y98	*
W54.60	W54.6	W54	W50-W64	V01-Y98	*
Y07.24	Y07.2	Y07	X85-Y09	V01-Y98	*
Y19.84	Y19.8	Y19	Y10-Y34	V01-Y98	*
V22.49	V22.4	V22	V20-V29	V01-Y98	*
W80.21	W80.2	W80	W75-W84	V01-Y98	*
O36.2	O36.2	O36	O30-O48	O00-O99	*
D10	D10	D10	D10-D36	C00-D48	*
X32.38	X32.3	X32	X30-X39	V01-Y98	*
X79.32	X79.3	X79	X60-X84	V01-Y98	*
X03.52	X03.5	X03	X00-X09	V01-Y98	*
V52.52	V52.5	V52	V50-V59	V01-Y98	*
S06.7	S06.7	S06	S00-S09	S00-T98	*
W36.3	W36.3	W36	W20-W49	V01-Y98	*
X42.18	X42.1	X42	X40-X49	V01-Y98	*
H62.4	H62.4	H62	H60-H62	H60-H95	*
W02.70	W02.7	W02	W00-W19	V01-Y98	*
Y15.73	Y15.7	Y15	Y10-Y34	V01-Y98	*
V77.79	V77.7	V77	V70-V79	V01-Y98	*
M49.1	M49.1	M49	M45-M49	M00-M99	*
T78.8	T78.8	T78	T66-T78	S00-T98	*
V48.44	V48.4	V48	V40-V49	V01-Y98	*
F02.13	F02.1	F02	F00-F09	F00-F99	*
W91.54	W91.5	W91	W85-W99	V01-Y98	*
N07.9	N07.9	N07	N00-N08	N00-N99	*
Y02.7	Y02.7	Y02	X85-Y09	V01-Y98	*
V50.50	V50.5	V50	V50-V59	V01-Y98	*
W27.2	W27.2	W27	W20-W49	V01-Y98	*
W36.14	W36.1	W36	W20-W49	V01-Y98	*
W35.02	W35.0	W35	W20-W49	V01-Y98	*
E21.0	E21.0	E21	E20-E35	E00-E90	*
W40	W40	W40	W20-W49	V01-Y98	*
V16.00	V16.0	V16	V10-V19	V01-Y98	*
X09.52	X09.5	X09	X00-X09	V01-Y98	*
V20.2	V20.2	V20	V20-V29	V01-Y98	*
R86.4	R86.4	R86	R83-R89	R00-R99	*
W55.83	W55.8	W55	W50-W64	V01-Y98	*
A66.5	A66.5	A66	A65-A69	A00-B99	*
Z29	Z29	Z29	Z20-Z29	Z00-Z99	*
W23.61	W23.6	W23	W20-W49	V01-Y98	*
Y00.10	Y00.1	Y00	X85-Y09	V01-Y98	*
Y08.0	Y08.0	Y08	X85-Y09	V01-Y98	*
W83.11	W83.1	W83	W75-W84	V01-Y98	*
W25.92	W25.9	W25	W20-W49	V01-Y98	*
X71.80	X71.8	X71	X60-X84	V01-Y98	*
T17.0	T17.0	T17	T15-T19	S00-T98	*
J99.0	J99.0	J99	J95-J99	J00-J99	*
X18.61	X18.6	X18	X10-X19	V01-Y98	*
V52.92	V52.9	V52	V50-V59	V01-Y98	*
X00.22	X00.2	X00	X00-X09	V01-Y98	*
W69.58	W69.5	W69	W65-W74	V01-Y98	*
V77.09	V77.0	V77	V70-V79	V01-Y98	*
Y09.70	Y09.7	Y09	X85-Y09	V01-Y98	*
X31.4	X31.4	X31	X30-X39	V01-Y98	*
N40	N40	N40	N40-N51	N00-N99	*
X39.43	X39.4	X39	X30-X39	V01-Y98	*
X44.21	X44.2	X44	X40-X49	V01-Y98	*
V45.54	V45.5	V45	V40-V49	V01-Y98	*
C43	C43	C43	C43-C44	C00-D48	*
N83.6	N83.6	N83	N80-N98	N00-N99	*
W49.44	W49.4	W49	W20-W49	V01-Y98	*
X35.49	X35.4	X35	X30-X39	V01-Y98	*
D84.0	D84.0	D84	D80-D89	D50-D89	*
G21.0	G21.0	G21	G20-G26	G00-G99	*
W60.30	W60.3	W60	W50-W64	V01-Y98	*
V82.71	V82.7	V82	V80-V89	V01-Y98	*
A85.2	A85.2	A85	A80-A89	A00-B99	*
W50.73	W50.7	W50	W50-W64	V01-Y98	*
V93.92	V93.9	V93	V90-V94	V01-Y98	*
V68.3	V68.3	V68	V60-V69	V01-Y98	*
V32.58	V32.5	V32	V30-V39	V01-Y98	*
X72.94	X72.9	X72	X60-X84	V01-Y98	*
N29.0	N29.0	N29	N25-N29	N00-N99	*
V95.34	V95.3	V95	V95-V97	V01-Y98	*
M22.1	M22.1	M22	M20-M25	M00-M99	*
X15.78	X15.7	X15	X10-X19	V01-Y98	*
V80.11	V80.1	V80	V80-V89	V01-Y98	*
V56.79	V56.7	V56	V50-V59	V01-Y98	*
V83.78	V83.7	V83	V80-V89	V01-Y98	*
X60.6	X60.6	X60	X60-X84	V01-Y98	*
V40.73	V40.7	V40	V40-V49	V01-Y98	*
S64.7	S64.7	S64	S60-S69	S00-T98	*
Y19.04	Y19.0	Y19	Y10-Y34	V01-Y98	*
W28.34	W28.3	W28	W20-W49	V01-Y98	*
V54.53	V54.5	V54	V50-V59	V01-Y98	*
L28	L28	L28	L20-L30	L00-L99	*
W05.24	W05.2	W05	W00-W19	V01-Y98	*
W06.52	W06.5	W06	W00-W19	V01-Y98	*
T30.0	T30.0	T30	T29-T32	S00-T98	*
V66.90	V66.9	V66	V60-V69	V01-Y98	*
X17.32	X17.3	X17	X10-X19	V01-Y98	*
W00.54	W00.5	W00	W00-W19	V01-Y98	*
K74.0	K74.0	K74	K70-K77	K00-K93	*
V57.44	V57.4	V57	V50-V59	V01-Y98	*
Q40.9	Q40.9	Q40	Q38-Q45	Q00-Q99	*
X46.0	X46.0	X46	X40-X49	V01-Y98	*
W26.83	W26.8	W26	W20-W49	V01-Y98	*
W77.62	W77.6	W77	W75-W84	V01-Y98	*
X94.10	X94.1	X94	X85-Y09	V01-Y98	*
H52.1	H52.1	H52	H49-H52	H00-H59	*
X90.51	X90.5	X90	X85-Y09	V01-Y98	*
V45.9	V45.9	V45	V40-V49	V01-Y98	*
V56.63	V56.6	V56	V50-V59	V01-Y98	*
Z26.8	Z26.8	Z26	Z20-Z29	Z00-Z99	*
A36.0	A36.0	A36	A30-A49	A00-B99	*
I28.8	I28.8	I28	I26-I28	I00-I99	*
X28.53	X28.5	X28	X20-X29	V01-Y98	*
T79.3	T79.3	T79	T79-T79	S00-T98	*
Y22.6	Y22.6	Y22	Y10-Y34	V01-Y98	*
X15.3	X15.3	X15	X10-X19	V01-Y98	*
H69	H69	H69	H65-H75	H60-H95	*
Z72.0	Z72.0	Z72	Z70-Z76	Z00-Z99	*
V90.42	V90.4	V90	V90-V94	V01-Y98	*
A03.8	A03.8	A03	A00-A09	A00-B99	*
X18.49	X18.4	X18	X10-X19	V01-Y98	*
Y07.3	Y07.3	Y07	X85-Y09	V01-Y98	*
F16.30	F16.3	F16	F10-F19	F00-F99	*
B33.8	B33.8	B33	B25-B34	A00-B99	*
T59.8	T59.8	T59	T51-T65	S00-T98	*
E50.7	E50.7	E50	E50-E64	E00-E90	*
V26.54	V26.5	V26	V20-V29	V01-Y98	*
X39.23	X39.2	X39	X30-X39	V01-Y98	*
X89.03	X89.0	X89	X85-Y09	V01-Y98	*
A03.1	A03.1	A03	A00-A09	A00-B99	*
Q44.4	Q44.4	Q44	Q38-Q45	Q00-Q99	*
V33.04	V33.0	V33	V30-V39	V01-Y98	*
X16.94	X16.9	X16	X10-X19	V01-Y98	*
D80.8	D80.8	D80	D80-D89	D50-D89	*
V36.0	V36.0	V36	V30-V39	V01-Y98	*
W70.88	W70.8	W70	W65-W74	V01-Y98	*
K76.5	K76.5	K76	K70-K77	K00-K93	*
F12.5	F12.5	F12	F10-F19	F00-F99	*
H53.1	H53.1	H53	H53-H54	H00-H59	*
W74.70	W74.7	W74	W65-W74	V01-Y98	*
X84.78	X84.7	X84	X60-X84	V01-Y98	*
Y31.60	Y31.6	Y31	Y10-Y34	V01-Y98	*
V78.43	V78.4	V78	V70-V79	V01-Y98	*
W59.03	W59.0	W59	W50-W64	V01-Y98	*
X17.5	X17.5	X17	X10-X19	V01-Y98	*
Y50.1	Y50.1	Y50	Y40-Y59	V01-Y98	*
B37.5	B37.5	B37	B35-B49	A00-B99	*
H74.0	H74.0	H74	H65-H75	H60-H95	*
N32.2	N32.2	N32	N30-N39	N00-N99	*
V15.92	V15.9	V15	V10-V19	V01-Y98	*
V17.18	V17.1	V17	V10-V19	V01-Y98	*
O42.1	O42.1	O42	O30-O48	O00-O99	*
Q27.1	Q27.1	Q27	Q20-Q28	Q00-Q99	*
V73.68	V73.6	V73	V70-V79	V01-Y98	*
V63.33	V63.3	V63	V60-V69	V01-Y98	*
S14	S14	S14	S10-S19	S00-T98	*
W75.60	W75.6	W75	W75-W84	V01-Y98	*
X01.81	X01.8	X01	X00-X09	V01-Y98	*
Y03.81	Y03.8	Y03	X85-Y09	V01-Y98	*
X77.69	X77.6	X77	X60-X84	V01-Y98	*
Y26.40	Y26.4	Y26	Y10-Y34	V01-Y98	*
X18.8	X18.8	X18	X10-X19	V01-Y98	*
C41.2	C41.2	C41	C40-C41	C00-D48	*
T80.2	T80.2	T80	T80-T88	S00-T98	*
Y21.6	Y21.6	Y21	Y10-Y34	V01-Y98	*
Y51.5	Y51.5	Y51	Y40-Y59	V01-Y98	*
X69.94	X69.9	X69	X60-X84	V01-Y98	*
V54.04	V54.0	V54	V50-V59	V01-Y98	*
Y05.60	Y05.6	Y05	X85-Y09	V01-Y98	*
X46.20	X46.2	X46	X40-X49	V01-Y98	*
P75-P78	P75-P78	P75-P78	P75-P78	P00-P96	*
X05.1	X05.1	X05	X00-X09	V01-Y98	*
W16.51	W16.5	W16	W00-W19	V01-Y98	*
Y23.72	Y23.7	Y23	Y10-Y34	V01-Y98	*
T02.60	T02.6	T02	T00-T07	S00-T98	*
Y72.1	Y72.1	Y72	Y70-Y82	V01-Y98	*
T92.9	T92.9	T92	T90-T98	S00-T98	*
M49.5	M49.5	M49	M45-M49	M00-M99	*
S00.9	S00.9	S00	S00-S09	S00-T98	*
K50-K52	K50-K52	K50-K52	K50-K52	K00-K93	*
V64.78	V64.7	V64	V60-V69	V01-Y98	*
W60.71	W60.7	W60	W50-W64	V01-Y98	*
X06.02	X06.0	X06	X00-X09	V01-Y98	*
V65.4	V65.4	V65	V60-V69	V01-Y98	*
W03.99	W03.9	W03	W00-W19	V01-Y98	*
Y18.83	Y18.8	Y18	Y10-Y34	V01-Y98	*
W17.84	W17.8	W17	W00-W19	V01-Y98	*
Y04.09	Y04.0	Y04	X85-Y09	V01-Y98	*
S94.2	S94.2	S94	S90-S99	S00-T98	*
X13.50	X13.5	X13	X10-X19	V01-Y98	*
B16.1	B16.1	B16	B15-B19	A00-B99	*
V78.14	V78.1	V78	V70-V79	V01-Y98	*
D31.1	D31.1	D31	D10-D36	C00-D48	*
L81.9	L81.9	L81	L80-L99	L00-L99	*
X44.74	X44.7	X44	X40-X49	V01-Y98	*
W05.71	W05.7	W05	W00-W19	V01-Y98	*
X33.72	X33.7	X33	X30-X39	V01-Y98	*
V83.69	V83.6	V83	V80-V89	V01-Y98	*
V74.72	V74.7	V74	V70-V79	V01-Y98	*
I05	I05	I05	I05-I09	I00-I99	*
S13.6	S13.6	S13	S10-S19	S00-T98	*
S19.8	S19.8	S19	S10-S19	S00-T98	*
T24.2	T24.2	T24	T20-T25	S00-T98	*
Q68.0	Q68.0	Q68	Q65-Q79	Q00-Q99	*
X39.5	X39.5	X39	X30-X39	V01-Y98	*
O21.2	O21.2	O21	O20-O29	O00-O99	*
W35.91	W35.9	W35	W20-W49	V01-Y98	*
V74.79	V74.7	V74	V70-V79	V01-Y98	*
L27.8	L27.8	L27	L20-L30	L00-L99	*
W70.42	W70.4	W70	W65-W74	V01-Y98	*
V55.23	V55.2	V55	V50-V59	V01-Y98	*
W00.5	W00.5	W00	W00-W19	V01-Y98	*
X97.60	X97.6	X97	X85-Y09	V01-Y98	*
V73.94	V73.9	V73	V70-V79	V01-Y98	*
V22.0	V22.0	V22	V20-V29	V01-Y98	*
Y01.10	Y01.1	Y01	X85-Y09	V01-Y98	*
V35.33	V35.3	V35	V30-V39	V01-Y98	*
O64.1	O64.1	O64	O60-O75	O00-O99	*
V39.40	V39.4	V39	V30-V39	V01-Y98	*
Y63.4	Y63.4	Y63	Y60-Y69	V01-Y98	*
X09.13	X09.1	X09	X00-X09	V01-Y98	*
Y16.61	Y16.6	Y16	Y10-Y34	V01-Y98	*
A50-A64	A50-A64	A50-A64	A50-A64	A00-B99	*
V54.62	V54.6	V54	V50-V59	V01-Y98	*
W26.74	W26.7	W26	W20-W49	V01-Y98	*
A05.4	A05.4	A05	A00-A09	A00-B99	*
V88.63	V88.6	V88	V80-V89	V01-Y98	*
W70.63	W70.6	W70	W65-W74	V01-Y98	*
T46.9	T46.9	T46	T36-T50	S00-T98	*
W49.80	W49.8	W49	W20-W49	V01-Y98	*
W28.62	W28.6	W28	W20-W49	V01-Y98	*
Z49	Z49	Z49	Z40-Z54	Z00-Z99	*
W64.4	W64.4	W64	W50-W64	V01-Y98	*
X60.59	X60.5	X60	X60-X84	V01-Y98	*
S74	S74	S74	S70-S79	S00-T98	*
V88.19	V88.1	V88	V80-V89	V01-Y98	*
V88.13	V88.1	V88	V80-V89	V01-Y98	*
X22.6	X22.6	X22	X20-X29	V01-Y98	*
X05.50	X05.5	X05	X00-X09	V01-Y98	*
X54.92	X54.9	X54	X50-X57	V01-Y98	*
S07.8	S07.8	S07	S00-S09	S00-T98	*
Y25.30	Y25.3	Y25	Y10-Y34	V01-Y98	*
W58.60	W58.6	W58	W50-W64	V01-Y98	*
C41	C41	C41	C40-C41	C00-D48	*
X51.48	X51.4	X51	X50-X57	V01-Y98	*
V05.90	V05.9	V05	V01-V09	V01-Y98	*
B67.2	B67.2	B67	B65-B83	A00-B99	*
Z27.9	Z27.9	Z27	Z20-Z29	Z00-Z99	*
S37.81	S37.8	S37	S30-S39	S00-T98	*
V88.8	V88.8	V88	V80-V89	V01-Y98	*
Z12.5	Z12.5	Z12	Z00-Z13	Z00-Z99	*
V25.42	V25.4	V25	V20-V29	V01-Y98	*
X90.88	X90.8	X90	X85-Y09	V01-Y98	*
K03.3	K03.3	K03	K00-K14	K00-K93	*
T80.9	T80.9	T80	T80-T88	S00-T98	*
W50.9	W50.9	W50	W50-W64	V01-Y98	*
K31.1	K31.1	K31	K20-K31	K00-K93	*
V44.51	V44.5	V44	V40-V49	V01-Y98	*
I42	I42	I42	I30-I52	I00-I99	*
W58.72	W58.7	W58	W50-W64	V01-Y98	*
X74.42	X74.4	X74	X60-X84	V01-Y98	*
V57.30	V57.3	V57	V50-V59	V01-Y98	*
Y05.50	Y05.5	Y05	X85-Y09	V01-Y98	*
V20.0	V20.0	V20	V20-V29	V01-Y98	*
W43.64	W43.6	W43	W20-W49	V01-Y98	*
W79.24	W79.2	W79	W75-W84	V01-Y98	*
X50.22	X50.2	X50	X50-X57	V01-Y98	*
R78.8	R78.8	R78	R70-R79	R00-R99	*
V41.94	V41.9	V41	V40-V49	V01-Y98	*
Y55.4	Y55.4	Y55	Y40-Y59	V01-Y98	*
I98.1	I98.1	I98	I95-I99	I00-I99	*
G30.8	G30.8	G30	G30-G32	G00-G99	*
Y31.62	Y31.6	Y31	Y10-Y34	V01-Y98	*
W24.89	W24.8	W24	W20-W49	V01-Y98	*
X75.23	X75.2	X75	X60-X84	V01-Y98	*
Q36.0	Q36.0	Q36	Q35-Q37	Q00-Q99	*
W17.78	W17.7	W17	W00-W19	V01-Y98	*
X49.81	X49.8	X49	X40-X49	V01-Y98	*
X20.94	X20.9	X20	X20-X29	V01-Y98	*
H40-H42	H40-H42	H40-H42	H40-H42	H00-H59	*
W93.70	W93.7	W93	W85-W99	V01-Y98	*
C16.0	C16.0	C16	C15-C26	C00-D48	*
W44.19	W44.1	W44	W20-W49	V01-Y98	*
W20.24	W20.2	W20	W20-W49	V01-Y98	*
V43.53	V43.5	V43	V40-V49	V01-Y98	*
X34.10	X34.1	X34	X30-X39	V01-Y98	*
F45.34	F45.3	F45	F40-F49	F00-F99	*
Y22.90	Y22.9	Y22	Y10-Y34	V01-Y98	*
Q33.4	Q33.4	Q33	Q30-Q34	Q00-Q99	*
W02.14	W02.1	W02	W00-W19	V01-Y98	*
T87.2	T87.2	T87	T80-T88	S00-T98	*
Q85.0	Q85.0	Q85	Q80-Q89	Q00-Q99	*
W07.70	W07.7	W07	W00-W19	V01-Y98	*
V29.59	V29.5	V29	V20-V29	V01-Y98	*
X31.23	X31.2	X31	X30-X39	V01-Y98	*
V56.9	V56.9	V56	V50-V59	V01-Y98	*
G03.1	G03.1	G03	G00-G09	G00-G99	*
X47.68	X47.6	X47	X40-X49	V01-Y98	*
X58.89	X58.8	X58	X58-X59	V01-Y98	*
B20.2	B20.2	B20	B20-B24	A00-B99	*
X00.39	X00.3	X00	X00-X09	V01-Y98	*
E72.1	E72.1	E72	E70-E90	E00-E90	*
X23.72	X23.7	X23	X20-X29	V01-Y98	*
P54.9	P54.9	P54	P50-P61	P00-P96	*
Y33.2	Y33.2	Y33	Y10-Y34	V01-Y98	*
Y17.01	Y17.0	Y17	Y10-Y34	V01-Y98	*
C75.1	C75.1	C75	C73-C75	C00-D48	*
X68.74	X68.7	X68	X60-X84	V01-Y98	*
V84.19	V84.1	V84	V80-V89	V01-Y98	*
X45.63	X45.6	X45	X40-X49	V01-Y98	*
E72.3	E72.3	E72	E70-E90	E00-E90	*
B90-B94	B90-B94	B90-B94	B90-B94	A00-B99	*
Z81.2	Z81.2	Z81	Z80-Z99	Z00-Z99	*
Z62.8	Z62.8	Z62	Z55-Z65	Z00-Z99	*
X89.28	X89.2	X89	X85-Y09	V01-Y98	*
W78.3	W78.3	W78	W75-W84	V01-Y98	*
X16.91	X16.9	X16	X10-X19	V01-Y98	*
T30.4	T30.4	T30	T29-T32	S00-T98	*
W54.68	W54.6	W54	W50-W64	V01-Y98	*
Y30.1	Y30.1	Y30	Y10-Y34	V01-Y98	*
V83.33	V83.3	V83	V80-V89	V01-Y98	*
V48.40	V48.4	V48	V40-V49	V01-Y98	*
E12.7	E12.7	E12	E10-E14	E00-E90	*
Y19.78	Y19.7	Y19	Y10-Y34	V01-Y98	*
V63.68	V63.6	V63	V60-V69	V01-Y98	*
J80-J84	J80-J84	J80-J84	J80-J84	J00-J99	*
W14.48	W14.4	W14	W00-W19	V01-Y98	*
V65.01	V65.0	V65	V60-V69	V01-Y98	*
X21.33	X21.3	X21	X20-X29	V01-Y98	*
X48.24	X48.2	X48	X40-X49	V01-Y98	*
F71	F71	F71	F70-F79	F00-F99	*
X78.84	X78.8	X78	X60-X84	V01-Y98	*
Y78.8	Y78.8	Y78	Y70-Y82	V01-Y98	*
X40.92	X40.9	X40	X40-X49	V01-Y98	*
S83.6	S83.6	S83	S80-S89	S00-T98	*
Q99	Q99	Q99	Q90-Q99	Q00-Q99	*
Z70-Z76	Z70-Z76	Z70-Z76	Z70-Z76	Z00-Z99	*
C51.9	C51.9	C51	C51-C58	C00-D48	*
X34.51	X34.5	X34	X30-X39	V01-Y98	*
Y44.5	Y44.5	Y44	Y40-Y59	V01-Y98	*
Q45	Q45	Q45	Q38-Q45	Q00-Q99	*
V64.49	V64.4	V64	V60-V69	V01-Y98	*
X90.81	X90.8	X90	X85-Y09	V01-Y98	*
N13.3	N13.3	N13	N10-N16	N00-N99	*
T57.0	T57.0	T57	T51-T65	S00-T98	*
W39.13	W39.1	W39	W20-W49	V01-Y98	*
Y11.62	Y11.6	Y11	Y10-Y34	V01-Y98	*
T24.5	T24.5	T24	T20-T25	S00-T98	*
X41.51	X41.5	X41	X40-X49	V01-Y98	*
B30.2	B30.2	B30	B25-B34	A00-B99	*
V72.64	V72.6	V72	V70-V79	V01-Y98	*
W18	W18	W18	W00-W19	V01-Y98	*
X98.91	X98.9	X98	X85-Y09	V01-Y98	*
W08.93	W08.9	W08	W00-W19	V01-Y98	*
T11.2	T11.2	T11	T08-T14	S00-T98	*
V66.42	V66.4	V66	V60-V69	V01-Y98	*
X67.40	X67.4	X67	X60-X84	V01-Y98	*
V04.14	V04.1	V04	V01-V09	V01-Y98	*
X25.13	X25.1	X25	X20-X29	V01-Y98	*
V81.93	V81.9	V81	V80-V89	V01-Y98	*
W40.40	W40.4	W40	W20-W49	V01-Y98	*
J96.9	J96.9	J96	J95-J99	J00-J99	*
M25.4	M25.4	M25	M20-M25	M00-M99	*
V86.51	V86.5	V86	V80-V89	V01-Y98	*
Y03.01	Y03.0	Y03	X85-Y09	V01-Y98	*
V62.61	V62.6	V62	V60-V69	V01-Y98	*
W28.28	W28.2	W28	W20-W49	V01-Y98	*
Y20.59	Y20.5	Y20	Y10-Y34	V01-Y98	*
V70.64	V70.6	V70	V70-V79	V01-Y98	*
X40.63	X40.6	X40	X40-X49	V01-Y98	*
Y26.02	Y26.0	Y26	Y10-Y34	V01-Y98	*
D04	D04	D04	D00-D09	C00-D48	*
Z23.0	Z23.0	Z23	Z20-Z29	Z00-Z99	*
V62.7	V62.7	V62	V60-V69	V01-Y98	*
V35.10	V35.1	V35	V30-V39	V01-Y98	*
T30.3	T30.3	T30	T29-T32	S00-T98	*
W51.94	W51.9	W51	W50-W64	V01-Y98	*
X28.84	X28.8	X28	X20-X29	V01-Y98	*
E44.0	E44.0	E44	E40-E46	E00-E90	*
X99.38	X99.3	X99	X85-Y09	V01-Y98	*
E78.5	E78.5	E78	E70-E90	E00-E90	*
V10.59	V10.5	V10	V10-V19	V01-Y98	*
V49.48	V49.4	V49	V40-V49	V01-Y98	*
X08.92	X08.9	X08	X00-X09	V01-Y98	*
W49.2	W49.2	W49	W20-W49	V01-Y98	*
Y12.49	Y12.4	Y12	Y10-Y34	V01-Y98	*
R29.4	R29.4	R29	R25-R29	R00-R99	*
A06.1	A06.1	A06	A00-A09	A00-B99	*
V13.38	V13.3	V13	V10-V19	V01-Y98	*
V85.52	V85.5	V85	V80-V89	V01-Y98	*
Y20.22	Y20.2	Y20	Y10-Y34	V01-Y98	*
O89.4	O89.4	O89	O85-O92	O00-O99	*
Y31.99	Y31.9	Y31	Y10-Y34	V01-Y98	*
W53.58	W53.5	W53	W50-W64	V01-Y98	*
V14.5	V14.5	V14	V10-V19	V01-Y98	*
X45.43	X45.4	X45	X40-X49	V01-Y98	*
W68.74	W68.7	W68	W65-W74	V01-Y98	*
V01.91	V01.9	V01	V01-V09	V01-Y98	*
W34.32	W34.3	W34	W20-W49	V01-Y98	*
Y03.64	Y03.6	Y03	X85-Y09	V01-Y98	*
R78.7	R78.7	R78	R70-R79	R00-R99	*
P36.2	P36.2	P36	P35-P39	P00-P96	*
Y09.83	Y09.8	Y09	X85-Y09	V01-Y98	*
H43.9	H43.9	H43	H43-H45	H00-H59	*
W36.4	W36.4	W36	W20-W49	V01-Y98	*
X03.30	X03.3	X03	X00-X09	V01-Y98	*
X46.34	X46.3	X46	X40-X49	V01-Y98	*
D02.2	D02.2	D02	D00-D09	C00-D48	*
V34.54	V34.5	V34	V30-V39	V01-Y98	*
X69.72	X69.7	X69	X60-X84	V01-Y98	*
A02.2	A02.2	A02	A00-A09	A00-B99	*
P55.8	P55.8	P55	P50-P61	P00-P96	*
V89.08	V89.0	V89	V80-V89	V01-Y98	*
Y55.7	Y55.7	Y55	Y40-Y59	V01-Y98	*
X23.99	X23.9	X23	X20-X29	V01-Y98	*
X29.74	X29.7	X29	X20-X29	V01-Y98	*
V45.93	V45.9	V45	V40-V49	V01-Y98	*
Q63.9	Q63.9	Q63	Q60-Q64	Q00-Q99	*
A06.2	A06.2	A06	A00-A09	A00-B99	*
X69.99	X69.9	X69	X60-X84	V01-Y98	*
V49.19	V49.1	V49	V40-V49	V01-Y98	*
C75.0	C75.0	C75	C73-C75	C00-D48	*
K35.9	K35.9	K35	K35-K38	K00-K93	*
Y34.21	Y34.2	Y34	Y10-Y34	V01-Y98	*
W36.59	W36.5	W36	W20-W49	V01-Y98	*
W60.81	W60.8	W60	W50-W64	V01-Y98	*
V72	V72	V72	V70-V79	V01-Y98	*
X12.48	X12.4	X12	X10-X19	V01-Y98	*
R57.1	R57.1	R57	R50-R69	R00-R99	*
N99.9	N99.9	N99	N99-N99	N00-N99	*
W69.03	W69.0	W69	W65-W74	V01-Y98	*
X62.72	X62.7	X62	X60-X84	V01-Y98	*
B89	B89	B89	B85-B89	A00-B99	*
Y29.02	Y29.0	Y29	Y10-Y34	V01-Y98	*
W67.13	W67.1	W67	W65-W74	V01-Y98	*
X80.24	X80.2	X80	X60-X84	V01-Y98	*
S61.8	S61.8	S61	S60-S69	S00-T98	*
X83.24	X83.2	X83	X60-X84	V01-Y98	*
T29.4	T29.4	T29	T29-T32	S00-T98	*
N81.3	N81.3	N81	N80-N98	N00-N99	*
S26.9	S26.9	S26	S20-S29	S00-T98	*
W04.7	W04.7	W04	W00-W19	V01-Y98	*
V27.13	V27.1	V27	V20-V29	V01-Y98	*
S62.7	S62.7	S62	S60-S69	S00-T98	*
X25.84	X25.8	X25	X20-X29	V01-Y98	*
X36.31	X36.3	X36	X30-X39	V01-Y98	*
S25.5	S25.5	S25	S20-S29	S00-T98	*
X79.41	X79.4	X79	X60-X84	V01-Y98	*
X33.18	X33.1	X33	X30-X39	V01-Y98	*
F01.94	F01.9	F01	F00-F09	F00-F99	*
V56.23	V56.2	V56	V50-V59	V01-Y98	*
X23.6	X23.6	X23	X20-X29	V01-Y98	*
X09.82	X09.8	X09	X00-X09	V01-Y98	*
Y24.3	Y24.3	Y24	Y10-Y34	V01-Y98	*
F17.55	F17.5	F17	F10-F19	F00-F99	*
Y19.80	Y19.8	Y19	Y10-Y34	V01-Y98	*
Z59.3	Z59.3	Z59	Z55-Z65	Z00-Z99	*
W64.1	W64.1	W64	W50-W64	V01-Y98	*
X65.04	X65.0	X65	X60-X84	V01-Y98	*
